九窍出血
痈疽赤肿
刀箭伤疮
解砒石毒
衄血咯血
经水不止
伤损瘀血
腋臭阴湿
一切牙痛
脚气欲吐
头痛搐鼻
风寒牙痛
人忽恶心
误吞诸物
一切食毒
妊娠腰痛
水泻久痢
痘毒入心
挑生蛊毒
气短不接
酒肿虚肿
气虚浮肿
肺破咯血
冷劳久病
喉痹口紧
水肿尿涩
口中臭气
崩中不止
一切疮疥
头目诸疾
颠扑伤损
沐发令香
中诸鱼毒
服食甘菊
痈疽不合,疮口冷滞
误吞铜钱
诸虫蛇伤
茵陈羹
男妇劳瘦
虚劳寒热,肢体倦疼,不拘男妇
酒痔便血
金疮扑损
牙齿肿痛
男妇吐血后,胸膈虚热
产后血闭不下者
带下赤白
一切痈疮
扑伤金疮
瘰马刀,不问已溃,未溃,或日久成漏
血气胀满
风入疮口肿痛
喉痹壅塞不通者
血气刺痛
痘疮倒陷
又方
鼻塞不通
腹中蛔虫
肛门肿痛
脱肛不收
蛇虺咬伤
寒湿脚气,腿膝疼痛,行步无力
诸冷极病,医所不治者
咽膈不利,疏风壅,涎唾多
水蛊腹大
天行时疾
喉中热肿
疫病不染
五痔下血
反胃上气
霍乱胀痛
霍乱烦渴腹胀
肺痈咳嗽,烦满微热,心胸甲错
吐血痔血
风痹冷痛
盗汗阴汗
盗汁不止
诸虚自汗,夜卧即甚,久则枯瘦
急喉痹塞
胎动不安
夜不合眼难睡
通利水道
口干心躁
而无子,乃冲任伏热也
崔氏方
妊娠胎动
产后血痛有块,并经脉行后,腹痛不调
痈疖恶肉
食蟹龈肿,肉出者
毒箭入肉
犬咬伤
痈疖已溃
老疟不断
不效者
金石药发
大便后血
食丹药毒
五痔肿痛
解防葵毒
妊娠水肿身重,小便不利,洒淅恶寒,起即头眩
肠胃生痈
痈肿不破
打扑伤损
火焰丹肿
肠痈有脓
疝气危急
腰痛积年,有时发动
妊娠患淋,热痛酸楚,手足烦疼
子死腹中或产经数日不下
目赤肿痛浸淫等疮
妇人乳少,因气郁者
竹木针刺,在肉中不出,疼痛
通身肿满
肺湿痰喘
月水不通
瘰已溃
阴冷闷疼,渐入囊内,肿满杀人
下血连年
金陵煎,益髭发,变白为黑
乌须固齿
偏正头痛
项边马刀,属少阳经
浑身水肿,坐卧不得
头风作痛
上气咳嗽,呷呀息气,喉中作声,唾粘
毒箭伤人
齿肿痛
内热吐血
肺热咯血
蜗牛咬毒,毒行遍身者
腹中痞积
蛔咬心痛
虫食下部,虫状如蜗牛,食下部作痒
恶疮痂痒作痛
蛔虫心痛吐清水
蠼尿疮,绕身匝即死
痘后目翳,隐涩泪出,久而不退
膏淋如油
痰为百病
分作四分
骨蒸积热,渐渐黄瘦
赤白浊淋
湿热眩晕不可当者
胃火牙痛
肿毒初起
痈肿热作痛
瘰喉痹攻痛
一切毒肿
石痈如石,坚硬不作脓者
水气肿胀
十种水气
男妇瘰
水肿腹满
膜外水气
水蛊喘胀
膈气哽噎
痞证发热盗汗,胸背疼痛
癫痫心风
黑子疣赘
水肿蛊胀
积冷癖,不思饮食,羸困者
风毒咽肿,咽水不下,及瘰咽肿
恶疮似癞,十年不愈者
打扑折伤
恶癣有虫
箭头不出
口目斜
水气胀满
牝疟独寒不热者
中风不省,牙关紧急者
胸中结聚,如骇骇不去者
头风白屑痒甚
疥癣虫疮
羊疽疮痒
风毒头痛
风寒头痛
升降诸气,暖则宣流
寒厥心痛,及小肠膀胱痛不可止者
胃冷有痰,脾弱呕吐
章杰云
久痢休息
痈疽肉突
久生疥癣
木舌肿胀
奔豚疝气作痛,或阴囊肿痛
男子失精
一切恶痢杂下,及休息痢
诸风不遂
一切顽风
一切风证
风湿痹木
风湿走痛
久患头风
疔毒初起
瘰初作未破,作寒热
中风口,半身不遂
吐泻慢惊
角弓反张
脑风流涕,邪风入脑,鼻内结硬,遂流髓涕
痰迷心窍
风痰注痛
痰湿臂痛,右边者
喉风喉痹
痰厥中风
风痰湿痰
急伤寒病
目不得眠
胃寒哕逆,停痰留饮
妊娠呕吐
白浊梦遗
重舌木舌,胀大塞口
面上黑气
吹奶肿痛
金刃不出,入骨脉中者
飞虫入耳
慢惊发搐,带有阳证者
二便不通,诸药不效
咽中骨哽,欲死者
风湿卧床不起
打杖肿痛
马患诸病
面上生疮
喘嗽失音,暴伤寒冷,喘嗽失音
水蛊胀满
背腿间痛,一点痛,不可忍者
诸般气痛
鬼胎症瘕,经候不通
心痛有虫
牙痛难忍,诸药不效
茵芋酒,治贼风,手足枯痹拘挛
白浊遗精
腰膝疼痛,或顽麻无力
眉炼癣疮
谷道赤痛
久咳肺胀
肌瘦面黄,渐成疳疾
阴疝偏坠,痛甚者
瘰经年
气筑奔冲,不可忍
久近风痫
鼻上酒渣
女经不行
消渴尿多
金疮肿痛
痰喘气急
酒痰咳嗽,用此救肺
妇人夜热痰嗽,月经不调,形瘦者
坚齿乌须
面黑令白
风疮疥癞
伤寒烦渴思饮
偏疝痛极,劫之立住
箭镞不出
大便不通
传尸劳瘵
预防热病,急黄贼风
耳如蝉鸣,引胁牵痛
嗽
皮里作痛,不问何处
疥癣满身,不可治者
面鼻酒渣
铁刺诸哽,及竹木哽在咽中
喉中发痈
麸豆诸疮,烦热甚者
喉风急证,牙关紧闭,水谷不下
天泡水疮
喉中热塞肿痛,散血消痰
痈肿不散
停痰宿饮,喘咳呕逆,全不入食
肠风泻血久者
风疮瘙痒
伤寒毒攻,手足肿痛
阴囊肿
五种尸注
风湿痹痛
酒风汗出
水湿肿胀
大便卒结
卒中客忤
除一切恶
病后耳聋
眼睑挑针
风癣有虫
舌胀满口
肺热衄血
瘀血内漏
鼠奶痔疮
耳出脓
毒蛇伤啮
毒肿初起
数种疔疮
睫毛倒入
热毒下血
杨氏
鼻去翳
塞鼻治翳
趾间鸡眼,割破出血
雀目夜昏
犬咬
少年发白
痔疮风肿作痛
诸虫咬伤
吐解蛊毒
卒热心痛
发落不生
令发长黑
冬月唇裂
身面白癜
打扑伤肿
虎爪伤人
毒蛇螫伤
揩牙乌须
风病麻木
风癫百病
卒被毒箭
湿癣肥疮
热淋胀痛
消渴心烦
汤火伤灼,未成疮者
虚汗盗汗
热渴心闷
内损吐血
乳痈不消
远行脚趼成泡者
食饱烦胀,但欲卧者
齿并虫,积年不瘥,从少至老者
蛇盘瘰,围接项上
头风风眼
《壁虱蜈蚣
下痢禁口
下血成痔
初生无皮色赤,但有红肉,乃受胎未足也
荒年辟谷
鼻上酒
服药过剂,闷乱者
辟除瘟疫,令不相染
横生难产
汤火灼伤,未成疮者
霍乱大渴不止,多饮则杀人
手足生疣
胃热消渴
筋骨挛急
久泄胃弱
薏苡仁饭,治冷气
肺痈咳唾,心胸甲错者
头风头痛
破伤中风口噤
风毒攻心,烦躁恍惚
卒然腰痛
男子便血
昼夜不眠
疫疠发肿
解砒毒
折伤堕坠,瘀血在腹,气短
痘疮湿烂
染发令乌
菜中蛇蛊
天蛇头指.痛,臭甚者
肠痔下血
频致堕胎
产后目闭心闷
痘后痈毒
腮颊热肿
老人淋痛
打扑损伤
通神散
四圣丹
毒药堕胎
诸鸟肉毒
风毒膝挛,骨节痛
堕胎血下烦满
解蜀椒毒
杖疮青肿
烧酒醉死,心头热者
诸般积聚
积年下血
盗汗自汗
水痢百起
狐刺尿疮
壮脾进食,疗痞满暑泄
启脾进食
快膈进食
产后青肿,乃血水积也
误吞稻芒
面雀卵
《虎伤人疮
咽伤声破
身面疣目,盗酸酒浮,洗而咒之曰
丈夫脚冷不随,不能行者
屠苏酒陈延之云
造法
颖曰
寒湿泄泻,小便清者
痘疮不发
产后呕水,产后因怒哭伤肝,呕青绿水
刺伤中水肿痛
玉茎强中
腰脚无力
烟熏虫牙
胎动下血,腰痛抢心
霍乱烦躁,坐卧不安
急淋阴肿
水病肿
阴囊肿痛
自缢垂死
疮犯恶露,甚者杀人
手指赤色,随月生死
止截疟疾
疟疾寒热
肠毒下血
寒湿气痛
狗咽气塞,喘息不通,须臾欲绝
眉毛动摇,目不能交睫,唤之不应,但能饮食
妇人阴肿作痒
闭口椒毒,气闭欲绝者
射工溪毒
蜈蝎螫伤
脚肚转筋
补血破气
漆疮搔痒
感寒无汗
身体麻木
眉毛不生
腹冷气起
风邪攻目,视物不明,肝气虚者
失音不语
烟熏欲死
高年气喘
寒热痰嗽初起者
久患咳噫
暴逆气上
干呕厥逆
暴赤眼肿
喉痹毒瓦斯
刀斧金疮
产后血滞,冲心不下
满四日,不可治也
目忽不见
虎野狼伤人
热气结滞,经年数发者
食诸肉毒,吐下血不止,萎黄者
五痔作痛
肠头挺出
肾邪冷气,力弱者
眼生翳膜
实普曰
一切头疮
漆疮瘙痒
诸蛇螫人
禳解疫气
脚气浮肿
腹中白虫
足趾甲疽,肿烂者
壶蜂叮螫
沙虱水毒
腹中癖气
疮冒风邪肿痛
黄水疮
脾胃虚弱,不思饮食
胯眼脊疡
项后结核,或赤肿硬痛
百合变渴
百合变热者
疮肿不穿
妇人血黄
久患下血
坠损跌扑,散血止痛
夏月趾肿,不能行走者
急黄病
大水胀满,头面洪大
石水腹肿
风痰头痛
鼻窒气塞
肉血翳
齿口臭
恶疮癣癞,十年不瘥者
下部悬痈
中满鼓胀
腋下瘤瘿
杖疮肿
风热腮肿
虫癣
刀疮神药
喉风肿痛
足趾肉刺
崩中下血,不问年月远近
泻血脱肛
蝎虿螫痛
藏器曰
破伤风肿
温病食劳
肺病咯血
耳出脓汁
牙龈痒痛
目生肉,或痒或痛,渐覆瞳人
水气满急
久咳不已
折伤金疮
伤寒疮,生下部者
硫黄毒发,令人背膊疼闷,目暗漠漠
延年去风,令人光润
偏风不遂,及癖疾
鬼疰心痛
人好魇寐
崩中漏下不止者
唇干裂痛
疟疾不已
雀卵面
令面光华
除三尸虫
女人阴疮,如虫咬痒痛者
卒得心痛
卒得恶疮,人不识者
卒患瘰,不痛者
虚热作渴
金刃斧伤
妊娠腹痛
咒枣治疟
耳聋鼻塞,不闻音声,香臭者
食椒闭气
反胃呕哕
反胃转食,药物不下
蠼尿疮出黄水
一切疮
一切癣
脚筋挛痛
难产
面生
耳聋鼻塞
痢血五色或脓或水,冷热不调
赤白痢下腹痛,食不消化者
粪前有血,令人面黄
肠滑久痢,神妙无比方也
久痢久泻
九窍出血
润下丸
诸气呃噫
产后尿秘不通者
耳出汁
嵌甲作痛不能行履者
腰痛
香橙汤
中砒毒
赤白带下,下元虚惫
阴虱作痒
食酸齿
揩齿乌须
乌髭发
疡风
嵌甲
染须发
水谷下痢,日夜百余行者
下部生疮

归脾汤
痰涎为害
心脾作痛
膏瘅尿多,其人饮少
补益心肾
冷虫心痛
传尸劳疰
疮肿作痛
囊疮痛痒
伤寒齿衄
肾风囊痒
留饮腹痛
发散寒邪
风痒痹
妇人阴寒十年无子者
久泻虚痢腹痛者
风痫喉风
食瓜过伤
除烦止渴
水肿
疟疲瘵
食韭口臭
补虚益损
久痢禁口
伤寒口干
产后闷乱,血气上冲,口干腹痛
坠损呕血
孕妇伤寒
刀斧伤疮
四精丸
偏坠气块
恶疮有虫
热油灼伤
猪啮成疮
转筋挛急
服食松叶
胞转不通
暴心气痛
食蟹致伤
妇人崩中昼夜不止
龋齿黑臭
祛风益颜
淋癃溺血
野火丹毒自两足起
筋骨损伤
妇人腹痛,内伤刺
产后血冲,心胸满喘,命在须臾
嵌甲疼痛
目赤目膜
鼻中息肉垂下者
痘疮狂躁,心烦气喘,妄语或见鬼神,疮色赤未透者
尸疰中恶
湿热牙疼,喜吸风
牙疼出血
淫及梦泄精滑
不通
痰惊
风癣疙瘩
蜈蚣蜂伤
槐角丸
目热昏暗
咯血唾血
肺痈唾浊,心胸甲错
中暑不省
腰脚风痛不能履地
恶水入口及皂荚水入口,热痛不止
预免疮疖
发背不溃
口鼻急疳
风痰霍乱,食不消,大便涩
气痢水泻
黄胆初起
齿龈肿痛
面色不白
妇人白崩
虚劳白浊
渴而尿多,非淋也
脾胃有虫,食即作痛,面黄无色
偏坠肿痛
乳痈腐烂
脓疥疮
一切泻痢
瘴疟寒热
金刃伤疮
青盲洗法
头发不长
肺毒风疮,状如大风
洗青盲眼
尸疰鬼疰
身面石疽,状如痤疖而皮浓
吐血鼻血
癣疮湿痒
暴赤眼痛碜涩者
伤寒呃噫
下早成痞
下利鲜血
五尸疰病
吃饭直出
火疮未起
眉中练癣
胆风沉睡

草还丹
补血益精
男妇脚气
油煎散
五劳七伤
目中息肉
火灶丹毒从两脚起,赤如火烧
枸杞煎
热劳如燎
带下脉数
口舌糜烂
足趾鸡眼,作痛作疮
青盲内障
鹤膝风挛
伤眼青肿
牛皮风癣
久咳羸弱
心虚梦泄或白浊
面雀斑
从高坠下,有瘀血在内
金疮闷绝不识人
鱼骨哽咽,六,七日不出
筋肉化虫
伤损内痛
小儿狂语,夜后便发
妇人胎动
咳嗽肺痿
伤寒阳毒狂乱甚者
猝忽心痛
夜卧禁魇
狐尿刺疮
胎动上逼
胎滑易产
噎塞不通
妇人血奔
痈疽不合
妊妇腹痛
骨疽出骨,愈而复发,骨从孔中出,宜疮上灸之
消渴烦躁
难产横生
口中生疮
肛门生疮
热油烧痛
诸鱼骨鲠
拔白生黑,治年少发白
脚上转筋
狐尿刺人肿痛
蛇毒螫伤
疔肿疮毒已笃者
重舌肿痛
乳石热毒壅闷,头痛口干,便漩赤少者
自汗盗汗
暑月水泄
孕妇漏胎
风毒攻眼
风癞湿烂
一切金疮
鱼口便毒
敛肺劫嗽
沐发除
名大肠气痔作痛下血
消暑止渴
底耳疼痛
猝然头痛
腹内龟病
一切金疮及刀斧伤
茧卤汁藏器曰
沙证壮热
中蛊药毒
中诸药毒
热淋如血
丈夫阴痿
止血生肌
风瘙瘾疹作痒成疮
疯狗咬伤,不治即死
横便毒
面上大风,面上有紫未消
齿断烂
鼠肿核已破出脓水者
疔肿拔根
风淫湿痹
肾气冷痛
一切疔肿及无名肿毒恶疮
百日发惊
痘后目翳
疔疮毒肿
膈气吐食
大赫疮疾,急防毒瓦斯入心
沙尘入目
十种水病
箭镞入肉
误吞钩线
目中浮翳
沙尘入目不出者
妇人尿血
产妇尿秘
下瘀血汤
走马牙疳,侵蚀口鼻
疳蚀腮穿
佩禳疟疾
风邪为病
蛤馔
癌疮如眼
破伤中风欲死
丹毒瘤肿
牙齿裂痛
牙齿动摇及外物伤动欲落,诸药不效者
瘰溃烂流串者
阳证脱肛
玉箸煎
里急
妇人阴,硬如卵状
胎赤烂眼昏暗
石痈无脓,坚硬如石
驱风膏
三蛇愈风丹
紫癜风
恶疮似癞及马疥大如钱者
积年骨疽一捏一汁出者
卒病水肿
目生弩肉
骨疽脓出
胫生疮
十种水气垂死
诸虫心痛,多吐清水
骨鲠在喉
疡白驳
蝎螫痛楚
跌破出血
妊娠感寒腹痛
产后搐搦强直者
经血逆行
补阴丸
猪咬成疮
须发早白
解蛊毒
迎风目泪
老疟劳疟
中鳝鱼毒
崩中腹痛
鲎胆散
梦遗便溏
水病囊肿
甲疽溃痛
卒忤不言
灰尘迷目
痘不发
肝虚目翳
水肿满
伤寒搐搦
伤寒文蛤散
疳蚀口鼻,数日欲尽
药箭镞毒
目生浮翳
饮酒口糜
噤口痢疾
反胃呕噎
脚气攻注
烂壳时珍曰
湿痰心痛
膈气疼痛
痘疮不收
瘰汁出不止
鸭头丸
石药过剂
惊愤邪僻
肉坏怪病
补益虚弱
脚气烦懑
打伤颠扑及牛马触动,胸腹破陷,四肢摧折
水癖水肿
消渴饮水小便数
猝然忤死不能言
卒缢垂死心下犹温者
浸淫疮毒
鬼痱猝死
缢死未绝
黄胆困笃
杂物眯目不出
小便淋沥痛不可忍
膈消饮水
消导酒积
一切口疮
谷道生疮久不愈
食米成瘕
石淋疼痛
头风痹木
骨疽不合
三十六黄救急方
年深哮喘
蛔虫攻心,口吐清水
头发垢
抱出卵壳
痘入目
耳疳出脓
蛊毒腹痛
补益老人
内外目障
咽喉噤塞
浸淫疮癣
厌疟疾
久咳上气
金疮出血不止,成内漏
五疟不止
溃肿排脓
重舌胀痛
恶血齿痛
五劳七伤,吐血咳嗽
风痫
打伤青肿
伤寒时气
痘疮便秘四五日
卒中五尸
吹奶寒热
冬月唇裂
喉痹已破疮口痛者
杖疮血出
蛇入七孔
心虚嗽血
休息痢疾
目难远视,肝虚也
心气虚损
久泄不止
猪胰酒
远年肺气
面粗丑黑,皮浓者
疝气坠痛
少阴下利不止
消渴无度
目翳目盲
产妇风疮因出风早
瘭疽出汁
妇人无乳
肺气喘
痘生翳
曰
口唇生核
白秃发落
雀有虫
拔白
痈疽疖毒
产后烦懑不食者
劳疟瘴疟久不愈
老人膈痞,不下饮食
消渴利水
虚寒腰痛
硫黄毒发气闷
舌上生疮
五劳七伤,阳虚无力
胁破肠出
翳膜羞明有泪
目病
目为物伤
远年咳嗽

洞注下痢
疳痢欲死
心气疼痛不问远近
发毛黄赤
木刺入肉
小刀圭
风热毒瓦斯
肉人怪病
补精润肺,壮阳助胃
吐血咯血五劳七伤
气积成块
啖蛇牛毒
谷疸食黄
噎膈反胃
痈肿不合
蜂虿螫痛
齿落不生
胆虚不眠
龋齿疼痛
食发成瘕
热毒攻肢,手足肿痛欲脱
疔肿伤风作肿
多年恶疮或痛痒生舋
诸疮伤水或伤风寒痛剧
多年耳聋
威骨藏器曰
诸兽骨鲠
铁箭入肉
象骨散
中忤中恶鬼气
发毛黄色
白秃头癣
赤目障翳
胸胁痛满
角颂曰
服鹿角法
猝腰脊痛不能转侧
乳发初起,不治杀人
吹奶掀痛
疖毒肿毒
妖魅猫鬼,病患不肯言鬼
小便不禁,上热下寒者
麋角丸
中风不省
鼻擦破伤
鬼疟经久,或发或止
劳疟瘴疟
消渴羸瘦
催生丹
陆氏治难产第一方
溃痈不合
破伤风病,角弓反张,牙噤肢强
妇人狐瘕
乳汁清少
多年老聋
折伤瘀血伤损筋骨疼痛
塞鼻止衄
眼睫倒刺
鬼疟进退不定
石淋痛涩
诸窍出血
自死肉毒
诸蛇毒人
虫蚁螫人
蛇虫螫伤
疔疽恶疮
斩三尸法
痘生翳,一切目疾
积年泻血,百药不效
痘疮不起
消渴重者
猝然腹痛
下痢休息
折伤跌扑
蛇犬咬伤
伤胎血结心腹痛
秋石法
热病劳复
女劳黄胆,气短声沉
虎野狼伤疮
大造丸
小儿热疖
小儿脐疮
小儿口疮
小儿积痢
小儿疳疮
小儿舌疮
小儿头疮
小儿疳泻
小儿齿疳
小儿热嗽
小儿久泻
小儿湿疮
小儿口疳
小儿疳热
小儿癣疮
小儿烂疮
小儿秃疮
小儿蓐疮
小儿赤痢
小儿疳痢
小儿冷痢
小儿疳水
小儿痞积
小儿脾疳
小儿疳疾
小儿风疮
小儿急疳
小儿眉疮
小儿热痢
小儿下痢
小儿虚胀
小儿瘭疮
小儿诸疮
小儿久痢
小儿渴疾
小儿耳疳
小儿吻疮
小儿热疳
小儿痹积
小儿疳积
小儿急疳疮
小儿骨疮
小儿喘
小儿疳劳
小儿唇疮
小儿痘疮
小儿哕疾
小儿阴疮
干霍乱病
骨哽在咽
蠼尿疮
六畜肉毒
足烂疮
下疳阴疮
魇寐暴绝
飞丝入目
头疮诸疮
人溺水死
水银入肉,令人筋挛
胎热横闷
身面赤疵
研敷之.杨梅毒疮
肠风痔
百虫入耳
瘰结核
取轻粉毒
小儿吐逆不止,宜此清镇.烧针丸
蚰蜓入耳
远近疮
鼻赤
口内热疮
马衔即马勒口铁也.大明曰
面身瘢痕
粉滓面
小神丹方
产后癫狂
恶肉毒疮
幼儿乳不止,服此立效
男女阴毒
家有邪气
小丹服法
中饮食毒
疳虫蚀齿
鼻准赤色
伏暑吐泄,或吐,或泄,或疟,小便赤,烦渴.玉液散
冷痢腹痛,下白冻如鱼脑.桃花丸
产后搐搦,俗名鸡爪风.舒筋散
疮溃烂
元气虚寒
中风口
夏月痱
下体癣疮
肾虚耳聋
疔肿热毒
诸般肿毒
耳内恶疮
风眼赤烂
一切积痢
暗风痫疾
明目坚齿去翳,大利老眼
尘物眯目
尿疮
救溺水死
牢牙明目
红雪
骨蒸热病
诸眼障翳
风热喉痹及缠喉风病.玉钥匙
蛟龙症病
妇人颊疮,每年频发
发背痈疽
乳痈初起
些小痈疖
四君子汤
疔疮肿毒
服术法
少阳丹
女人血崩
每服惊痫发热
紫参汤
猪肚黄连丸
冷热诸痢
治痢香连丸
脾积食泄
三黄丸
下部漏疮
一切盗汗
白黄色枯
诸疮肿痛
耳内湿疮
头风眩运
疔疮初起
诸骨哽咽
气滞腰痛
香连丸方
子痫昏冒
老人虚泻
肾虚腰痛
青娥丸
脾肾虚泻
症瘕鼓胀
冷露疮烂
产后中风
疔肿诸毒
水入耳中
蛇虺伤人
月水不通,妇人宿有风冷,留血积聚,月水不通
妊娠胎动或腰痛,或抢心,或下血不止,或倒产子死腹中
发背初起未成,及诸热肿
遍身黄胆
眼热赤肿
积热眼涩
五升急慢疔疮
粉刺黑斑
霍乱成痢
沙石热淋
风龋牙痛
伤寒搐搦,汗后覆盖不密,致腰背手足搐搦者,牛蒡根散主之
头面忽肿,热毒风气内攻,或连手足赤肿,触着痛者
诸疮肿毒
血风脑晕
大风疠疾
卒得恶疮
缠喉风病
食狗肉毒,心下坚,或腹胀口干,忽发热妄语
小儿截惊
麻黄附子汤汗之
中风诸病
内外障翳
产后中风,胁不得转
血热生癣
女人血病
虚劳客热
咽喉生疮,脾肺虚热上攻也
天行斑疮

横生倒产
蜂蝎螫毒
发背痈疽成疮者
《诸疮恶肿
小便不利有水气,栝蒌瞿麦丸主之
下焦结热,小便淋闭,或有血出,或大小便出血
痈疽诸疮
腹胀积聚
气肿,或单面肿,或足肿,并主之
肺痈喘急不得卧,葶苈大枣泻肺汤主之
卒发颠狂
痔漏疮发
产后发狂
蓼汁酒,治胃脘冷,不能饮食,耳目不聪明,四肢有气,冬卧足冷
夏月死
热黄胆疾
腰脊引痛
痈疽发背,无名诸肿,贴之如神
瘰疔疮,发背诸肿
一切壅滞
心腹诸疾
《集热痢里急
干血气痛
男子偏坠作痛
冻疮破烂
乳痈肿毒
积年干癣恶疾风疮
忌咸物.
疝气偏肿
马脾风病,小儿风热喘促,闷乱不安,谓之马脾风
涎积症块
冷疳痢下
牙齿宣落风痛
天柱骨倒,小儿疳疾及诸病后,天柱骨倒,乃体虚所致,宜生筋散贴之
瘰恶疮及软疖
截疟诸汤
少顷再云
诸风痰饮
诸风血风
诸风痫疾
脾虚湿肿
腰脚冷痛
除风去湿,治脾胃虚弱,久积冷气,饮食减少
风痰头痛,体虚伤风,停聚痰饮,上厥头痛,或偏或正
毒壅滞,凉心压惊
温中散滞,消导饮食
肠风泻血,诸药不效
法制半夏,清痰化饮,壮脾顺气
小儿痰吐,或风壅所致,或咳嗽发热,饮食即呕
盘肠生产,产时子肠先出,产后不收者,名盘肠产
产后晕绝
卒死不寤
解斑蝥毒
痔疮乳核
小儿风痫,掣戴眼,极者日数十发,又治大人贼风
蛇咬伤疮
女人阴冷

丸
脾湿肿满
疳气耳聋,疳气攻肾,耳聋阴肿
妇人阴疮
筋骨毒痛,因患杨梅疮服轻粉毒药成者
酒醉不醒
小儿口噤,病在咽中,如麻豆许,令儿吐沫,不能乳食
遍身黄肿
服食滋补
骨软风疾,腰膝疼,行步不得,遍身瘙痒
痈疽毒疮
肠风痔漏
诸疮不敛
身体疡斑驳
肾脏风壅,腰膝沉重
预解疮疹,时行疮疹正发,服此则可无患
卒得痫疾
久痢成疳
疮久成漏
冒暑霍乱,小便不利,头运引饮.三白散
肾脏风疮
癣久不瘥
诸积鼓胀,食积,气积,血积之类
热毒湿疮
儿枕血瘕
弩肉攀睛
头上恶疮
耳鸣耳闭
热毒丹疮
贴目取翳
湿毒胫疮
手指肿毒,又指恶疮,消毒止痛
解鼠莽毒
痈肿背疮
腰脚风冷
耳上湿疮
头面诸疮
蚰蜒入耳
发症饮油
滴耳治聋
大麻仁酒,治骨髓风毒疼痛,不可运动
瘭疽出汁,生手足肩背,累累如赤豆状
